# timestamp_grid, lon_SD_grid, lat_SD_grid, taux_c_SD_grid, tauy_c_SD_grid, taux10m_c_SD_grid, tauy10m_c_SD_grid, ucur_SD_grid[:,iz], vcur_SD_grid[:,iz], ucur_SD_grid_bp[:,iz], vcur_SD_grid_bp[:,iz], tau_dot_sfcvel_SD, energy_input_SD, tau10m_dot_sfcvel_SD, energy_input_adj10m_SD
1.693881600000000000e+09 -5.229578879999999685e+01 1.968072640000000106e+01 -7.839513990862433113e-03 -9.715707639703521567e-03 -9.663759258434099705e-03 -1.204289101312855034e-02 2.170000000000000995e+01 1.510000000000000142e+01 -4.053224074002017008e-01 3.974835124701257438e+00 -3.544080530399798643e-04 5.891657584506083367e+01 -4.395156803476798005e-04 7.489937078610209653e+01
1.693882200000000000e+09 -5.229671359999999680e+01 1.968121920000000102e+01 -1.033439866023002154e-02 -7.844537425743291700e-03 -1.288825959061406026e-02 -9.757875163332790924e-03 1.029999999999999716e+01 1.219999999999998863e+01 -2.252221506986936128e-01 3.933703380048695131e+00 -2.853054789413017860e-04 5.872466178546644500e+01 -3.548186496833425144e-04 7.466107048709280036e+01
1.693882800000000000e+09 -5.229762879999999825e+01 1.968162080000000103e+01 -5.393804982814461198e-03 -6.126076520216424022e-03 -6.415186189060577762e-03 -7.264045273891646566e-03 -2.000000000000001776e+00 2.499999999999991118e+00 -4.574958452944618420e-02 3.891239148065848585e+00 -2.359126444251653982e-04 5.856829634845651356e+01 -2.797264524026132535e-04 7.447070695646701211e+01
1.693883400000000000e+09 -5.229856319999999670e+01 1.968170879999999912e+01 -1.035060587159784655e-02 -1.058461956956440776e-02 -1.299937023831037632e-02 -1.333598283313320448e-02 5.000000000000004441e+00 -1.800000000000001599e+00 1.329747954248483577e-01 3.847544757457418640e+00 -4.210116723285769785e-04 5.837121905343038719e+01 -5.303937943325498115e-04 7.422767088244646061e+01
1.693884000000000000e+09 -5.229949119999999851e+01 1.968144159999999943e+01 -6.729893889609663525e-03 -7.347945369267693504e-03 -7.984837764714636937e-03 -8.780030956598221942e-03 7.400000000000006573e+00 -4.400000000000003908e+00 3.108316629131233633e-01 3.802722427793294280e+00 -3.003406076285037880e-04 5.815481336944326785e+01 -3.586996103587322812e-04 7.396094286103907223e+01
1.693884600000000000e+09 -5.230059839999999838e+01 1.968074079999999881e+01 -6.551350056509121222e-03 -7.148645676202393905e-03 -7.814022391136701481e-03 -8.587064244530390883e-03 1.299999999999990052e+00 -1.089999999999999858e+01 4.877029405677283935e-01 3.756874036154630669e+00 -3.005167402184189158e-04 5.797455616508919007e+01 -3.607144040488744798e-04 7.374511865671679800e+01
1.693885200000000000e+09 -5.230137599999999765e+01 1.968028639999999996e+01 -9.341822603360028232e-03 -8.473685242709852114e-03 -1.174867883987773878e-02 -1.070560558692009237e-02 3.899999999999992362e+00 -5.000000000000004441e+00 6.634719035069482906e-01 3.710100908636475570e+00 -3.763626414335282939e-04 5.777149235059360421e+01 -4.751379532912145638e-04 7.349436294951476611e+01
1.693885800000000000e+09 -5.230194240000000150e+01 1.967988479999999996e+01 -3.919324420144220701e-03 -3.932018588306631507e-03 -4.532850373447575541e-03 -4.643813621200566788e-03 1.850000000000000711e+01 -5.099999999999993427e+00 8.380232782151318949e-01 3.662503648501649778e+00 -1.768551752460722516e-04 5.760552700558972816e+01 -2.080661846022395782e-04 7.328940170814672683e+01
1.693886400000000000e+09 -5.230226239999999649e+01 1.967941120000000055e+01 -7.652542392396057512e-03 -8.184685973392981373e-03 -9.284836906531965250e-03 -1.002831777053786629e-02 1.269999999999999929e+01 -4.899999999999993250e+00 1.011243384534432410e+00 3.614182005989186042e+00 -3.731952763888881155e-04 5.744051187009923609e+01 -4.563339553483114291e-04 7.309008166616156643e+01
1.693887000000000000e+09 -5.230299839999999989e+01 1.967903520000000128e+01 -8.710484568329167690e-03 -5.310895889122552865e-03 -1.025996911970143352e-02 -6.334380184490858053e-03 1.950000000000000711e+01 -3.899999999999992362e+00 1.183020307709701902e+00 3.565234762875535868e+00 -2.923927078023788703e-04 5.724083547484185175e+01 -3.472130426009798973e-04 7.284901756677678009e+01
1.693887600000000000e+09 -5.230385280000000137e+01 1.967850719999999853e+01 -8.098055450095294205e-03 -6.010335383727302867e-03 -9.533606456804583767e-03 -7.167697630882246401e-03 1.939999999999999503e+01 -4.099999999999992539e+00 1.353244044673086677e+00 3.515759610875861085e+00 -3.208953970120041331e-04 5.705684904339754837e+01 -3.810119799555408693e-04 7.263055006000979574e+01
1.693888200000000000e+09 -5.230439040000000261e+01 1.967806720000000098e+01 -1.158940042025640056e-02 -5.380793052261901438e-03 -1.435768186968947729e-02 -6.754670029553606903e-03 2.419999999999999929e+01 -4.299999999999992717e+00 1.521806630231189228e+00 3.465853027232425720e+00 -3.628586428904343841e-04 5.685172283142681238e+01 -4.526030903392809675e-04 7.238046553892135648e+01
1.693888800000000000e+09 -5.230462080000000213e+01 1.967781120000000072e+01 -6.692366830613931741e-03 -8.991999112468805622e-03 -8.020145851319290461e-03 -1.099366507436171266e-02 2.650000000000001421e+01 -5.600000000000004974e+00 1.688602267080665742e+00 3.415610147618298509e+00 -4.201390921823332019e-04 5.661682351090497889e+01 -5.109291045436208578e-04 7.209140588045647746e+01
1.693889400000000000e+09 -5.230416960000000159e+01 1.967669439999999881e+01 -1.017307495274865498e-02 -3.988128841770273783e-03 -1.212055542017077825e-02 -4.822220031695114741e-03 2.539999999999999858e+01 -3.699999999999992184e+00 1.853527454369347627e+00 3.365124636066377128e+00 -3.227662433752480071e-04 5.639395191023770337e+01 -3.869315366268176069e-04 7.182204768810535711e+01
1.693890000000000000e+09 -5.230408959999999752e+01 1.967547039999999825e+01 -1.476019667840426652e-02 -1.125786253996419531e-02 -1.835924199875699561e-02 -1.416885217030335216e-02 2.290000000000000924e+01 -6.600000000000005862e+00 2.016481094869473356e+00 3.314488557895280962e+00 -6.707771413362662635e-04 5.609588889482425600e+01 -8.398356280360730558e-04 7.145401753870649486e+01
1.693890600000000000e+09 -5.230415359999999936e+01 1.967411200000000093e+01 -1.311488832626659176e-02 -1.055237447107948597e-02 -1.621933086991445352e-02 -1.324338128473325805e-02 3.029999999999999361e+01 -5.099999999999993427e+00 2.177364576402731622e+00 3.263792255566820177e+00 -6.299665134164083788e-04 5.570566579839845645e+01 -7.853904176373801508e-04 7.096644972500445192e+01
1.693891200000000000e+09 -5.230368639999999658e+01 1.967261119999999863e+01 -1.008588043690056106e-02 -1.158959352022027878e-02 -1.246826713573414257e-02 -1.455516721554164609e-02 2.800000000000000355e+01 -4.200000000000003730e+00 2.336081856086059005e+00 3.213124227513365572e+00 -6.080024601814842380e-04 5.533427510631908319e+01 -7.589445304838774234e-04 7.050314924056809218e+01
1.693891800000000000e+09 -5.230329600000000312e+01 1.967093440000000015e+01 -1.400575778826294686e-02 -9.537781429545857600e-03 -1.735794145713645195e-02 -1.202177460926489617e-02 2.889999999999999147e+01 -1.089999999999999858e+01 2.492539557424537922e+00 3.162571010615844891e+00 -6.507381637362408093e-04 5.495665291914376382e+01 -8.128507159279071796e-04 7.003161066664455348e+01
1.693892400000000000e+09 -5.230298880000000139e+01 1.966905600000000121e+01 -1.222632289514746957e-02 -1.277222870422283808e-02 -1.515656588255500335e-02 -1.611058252222878281e-02 2.860000000000000142e+01 -1.129999999999999893e+01 2.646647055114729863e+00 3.112217049987809236e+00 -7.210870942494986436e-04 5.454510534174804093e+01 -9.025371006963260829e-04 6.951699432165727899e+01
1.693893000000000000e+09 -5.230251520000000198e+01 1.966704319999999839e+01 -8.185512320767395975e-03 -9.438143751672709719e-03 -1.019970210750200182e-02 -1.196840879579591163e-02 1.899999999999999289e+01 -1.469999999999997975e+01 2.798316530855959439e+00 3.062144549246268888e+00 -5.180661488491585540e-04 5.417335936881845271e+01 -6.519099277442676893e-04 6.905066021312509861e+01
1.693893600000000000e+09 -5.230253119999999711e+01 1.966541600000000045e+01 -8.594683201707328454e-03 -1.374678370727873584e-02 -1.068996131141661081e-02 -1.735203268126761164e-02 1.950000000000000711e+01 -8.099999999999996092e+00 2.947462992169100460e+00 3.012433329741726507e+00 -6.674378008300678412e-04 5.381770818391467515e+01 -8.378010694093816681e-04 6.860374691397899483e+01
1.693894200000000000e+09 -5.230242239999999754e+01 1.966384800000000155e+01 -1.196236437212547070e-02 -9.045377376423536717e-03 -1.485605994487179497e-02 -1.135735031040340827e-02 2.210000000000000853e+01 -3.299999999999991829e+00 3.094004271861361843e+00 2.963160734523248685e+00 -6.381451353968149720e-04 5.342603330304660858e+01 -7.961836742047460717e-04 6.811355149089476413e+01
1.693894800000000000e+09 -5.230225599999999986e+01 1.966250559999999936e+01 -8.153207762265586578e-03 -5.067497430798158231e-03 -9.587055700252953422e-03 -6.062078350258145662e-03 2.039999999999999503e+01 -8.499999999999996447e+00 3.237861052651610283e+00 2.914401576379538561e+00 -4.116767636823394599e-04 5.311108673332286401e+01 -4.870888496157925918e-04 6.772856973374859990e+01
1.693895400000000000e+09 -5.230208960000000218e+01 1.966125279999999975e+01 -9.298057230212713672e-03 -2.896178249638732983e-03 -1.096075842602603836e-02 -3.487576188508110641e-03 1.759999999999999432e+01 -9.499999999999996447e+00 3.378956916035333435e+00 2.866228079615024793e+00 -3.971884220640441209e-04 5.286842717759894583e+01 -4.703211928991192568e-04 6.744134672099413308e+01
1.693896000000000000e+09 -5.230225599999999986e+01 1.966018559999999837e+01 -1.089828658554628515e-02 -5.310363613406636485e-03 -1.349454771750098481e-02 -6.645793694510477440e-03 1.799999999999999289e+01 -3.899999999999992362e+00 3.517218378838217863e+00 2.818709789483823336e+00 -5.330002777935737880e-04 5.258937056764166584e+01 -6.619583499171033565e-04 6.710166285814926823e+01
1.693896600000000000e+09 -5.230228160000000059e+01 1.965893600000000063e+01 -5.323925222698627953e-03 -5.729121384585021161e-03 -6.243430445988878107e-03 -6.830912778062092801e-03 1.510000000000000142e+01 -8.400000000000007461e+00 3.652574913470269635e+00 2.771913485467346394e+00 -3.532666453543120114e-04 5.232349049069729574e+01 -4.173929666857699970e-04 6.677785746316840232e+01
1.693897200000000000e+09 -5.230244799999999827e+01 1.965770880000000176e+01 -1.079593414302702781e-02 -3.321213233229266138e-03 -1.306493352508315137e-02 -4.074724951438343963e-03 1.910000000000000497e+01 -4.600000000000004086e+00 3.784958969588335886e+00 2.725903114218215961e+00 -4.991547326517752113e-04 5.206776407729547174e+01 -6.055754276754728507e-04 6.647096694486002377e+01
1.693897800000000000e+09 -5.230232960000000020e+01 1.965648159999999933e+01 -9.285796307476995928e-03 -3.228190945339650449e-03 -1.093167904067646017e-02 -3.858320642184749974e-03 1.950000000000000711e+01 -5.000000000000004441e+00 3.914306009800857744e+00 2.680739725731330125e+00 -4.500138800156200294e-04 5.178301349349525395e+01 -5.313309038624782410e-04 6.612989504539864072e+01
1.693898400000000000e+09 -5.230230399999999946e+01 1.965498880000000170e+01 -8.738464580734267573e-03 -6.335288812232648878e-03 -1.041981841711405420e-02 -7.656330379376243347e-03 1.990000000000000568e+01 -5.400000000000004796e+00 4.040554560579499466e+00 2.636481412997211393e+00 -5.201111411356882817e-04 5.149197598714986412e+01 -6.228761756267181017e-04 6.578363292155188446e+01
1.693899000000000000e+09 -5.230196159999999850e+01 1.965342240000000018e+01 -9.567473532604248848e-03 -6.245045406572435724e-03 -1.161500952346922882e-02 -7.683335811748692040e-03 2.030000000000000782e+01 -5.800000000000005151e+00 4.163646262898888395e+00 2.593183253774258734e+00 -5.603012258679520826e-04 5.116785227704876604e+01 -6.828508875607842369e-04 6.539191480259563605e+01
1.693899600000000000e+09 -5.230122879999999697e+01 1.965183839999999904e+01 -9.793914777254173268e-03 -1.037262602480505148e-02 -1.217306616921349539e-02 -1.306250275974424335e-02 2.070000000000000639e+01 -6.200000000000005507e+00 4.283525911536029795e+00 2.550897247624554609e+00 -6.841199090105790082e-04 5.079452593658520954e+01 -8.546474669558839447e-04 6.493066529624063321e+01
1.693900200000000000e+09 -5.230071039999999982e+01 1.965030240000000106e+01 -5.996288026974340088e-03 -8.692866614056245569e-03 -7.081579443897625427e-03 -1.045543389243400005e-02 2.110000000000000853e+01 -6.600000000000005862e+00 4.400141487177893218e+00 2.509672252907143353e+00 -4.820076185607769892e-04 5.044468767831380518e+01 -5.739966383778664222e-04 6.450207206464050103e+01
1.693900800000000000e+09 -5.229998400000000203e+01 1.964849759999999890e+01 -1.058472392240463605e-02 -9.938498672405194495e-03 -1.315527943903841736e-02 -1.251799200698874501e-02 2.150000000000000711e+01 -7.000000000000006217e+00 4.513444185177986512e+00 2.469553928323736880e+00 -7.231721907737002301e-04 5.008313373551345649e+01 -9.028947582410366953e-04 6.405900464565483787e+01
1.693901400000000000e+09 -5.229976640000000288e+01 1.964692480000000074e+01 -9.518873742918246630e-03 -1.105100593147805878e-02 -1.181063661098068381e-02 -1.391605854085487329e-02 2.310000000000000853e+01 -6.600000000000005862e+00 4.623388442220803363e+00 2.430584679943800896e+00 -7.086985656098594146e-04 4.965357250859839411e+01 -8.842931949708090003e-04 6.352284825969128690e+01
1.693902000000000000e+09 -5.229910079999999795e+01 1.964505120000000105e+01 -1.201251331817206926e-02 -1.237682326514453167e-02 -1.491108934061039643e-02 -1.559118864297369227e-02 2.530000000000001137e+01 -8.200000000000006395e+00 4.729931965383900483e+00 2.392803614196752804e+00 -8.643367816933418372e-04 4.918166190440743435e+01 -1.078350906453790772e-03 6.293405502926390938e+01
1.693902600000000000e+09 -5.229877439999999922e+01 1.964336959999999976e+01 -9.756985729603829746e-03 -1.206033457984080799e-02 -1.211924436960219904e-02 -1.518945577442703913e-02 2.179999999999999716e+01 -6.200000000000005507e+00 4.833035761932498175e+00 2.356246496016612291e+00 -7.557298205437824575e-04 4.869564192373629652e+01 -9.436284339077951775e-04 6.232746122715543180e+01
1.693903200000000000e+09 -5.229829759999999794e+01 1.964159360000000021e+01 -6.185743819167117442e-03 -9.433856403749078454e-03 -7.484952119428829251e-03 -1.161250875678439612e-02 1.839999999999999503e+01 -9.000000000000007105e+00 4.932664150182848317e+00 2.320945712609977729e+00 -5.240766535268039095e-04 4.831169998151511891e+01 -6.387275739704629130e-04 6.185275442479195362e+01
1.693903800000000000e+09 -5.229765439999999899e+01 1.963991520000000079e+01 -7.110220084133383849e-03 -1.075562530151541289e-02 -8.820914588617280797e-03 -1.355416743721753192e-02 2.030000000000000782e+01 -5.899999999999994138e+00 5.028784740009344389e+00 2.286930243202003332e+00 -6.035313104378218574e-04 4.797341759232573111e+01 -7.535591610976095358e-04 6.143506840427152582e+01
1.693904400000000000e+09 -5.229695679999999669e+01 1.963820640000000139e+01 -1.317316679485281555e-02 -9.075264056113091157e-03 -1.640903064204814882e-02 -1.144221523361475291e-02 1.959999999999999432e+01 -8.000000000000007105e+00 5.121368406667013318e+00 2.254225635751847090e+00 -8.792233312542159463e-04 4.752859119981811631e+01 -1.098300260236210156e-03 6.087951057787137898e+01
1.693905000000000000e+09 -5.229674560000000128e+01 1.963648480000000163e+01 -1.039179775429638353e-02 -9.673450411654183068e-03 -1.290017635828657160e-02 -1.217561378108336992e-02 2.279999999999999716e+01 -6.499999999999994671e+00 5.210389282799596344e+00 2.222853991293327169e+00 -7.564797950513036610e-04 4.703788026192646043e+01 -9.427955233316828547e-04 6.026718184280101553e+01
1.693905600000000000e+09 -5.229650560000000326e+01 1.963465760000000060e+01 -1.325549526194495439e-02 -1.026247339102169184e-02 -1.649592409670211368e-02 -1.291411421024665426e-02 2.079999999999999716e+01 -5.699999999999993960e+00 5.295824764462643941e+00 2.192833954495276405e+00 -9.270268018236198270e-04 4.653282828286398853e+01 -1.156780314764699596e-03 5.963730909137210290e+01
1.693906200000000000e+09 -5.229625599999999963e+01 1.963292320000000046e+01 -1.162712126347880195e-02 -5.984858707829212796e-03 -1.445469759759966145e-02 -7.531304745554474878e-03 1.990000000000000568e+01 -5.499999999999993783e+00 5.377655512289991613e+00 2.164180712580648702e+00 -7.547896853761528174e-04 4.602828333670405669e+01 -9.403148868511282702e-04 5.900818053088735127e+01
1.693906800000000000e+09 -5.229633919999999847e+01 1.963146719999999945e+01 -1.074891647317123208e-02 -4.171221317947045558e-03 -1.307192401701996916e-02 -5.132507612311918745e-03 2.099999999999999645e+01 -3.000000000000002665e+00 5.455865436588061002e+00 2.136906004295667127e+00 -6.755814974631409609e-04 4.559917198185226539e+01 -8.228634476800716826e-04 5.847922703052799420e+01
1.693907400000000000e+09 -5.229675519999999977e+01 1.962989440000000130e+01 -1.805191152448451172e-02 -2.738772844799975195e-03 -2.257047366595038226e-02 -3.487280432555672858e-03 1.320000000000001172e+01 -7.200000000000006395e+00 5.530441667034907027e+00 2.111018133273231179e+00 -1.056166428029258397e-03 4.507964760420454553e+01 -1.321864002358200509e-03 5.783580879551650611e+01
1.693908000000000000e+09 -5.229762879999999825e+01 1.962852639999999838e+01 -1.268474006021262125e-02 -2.959069145493859951e-03 -1.586437472857804912e-02 -3.725946156282283067e-03 1.049999999999999822e+01 -1.899999999999990585e+00 5.601374498330776497e+00 2.086521978945417022e+00 -7.722614230052193916e-04 4.453111924889419981e+01 -9.663657258407049857e-04 5.714933987705683904e+01
1.693908600000000000e+09 -5.229849279999999823e+01 1.962742559999999870e+01 -1.091240195848585705e-02 -1.424729514290558070e-03 -1.319948526864656371e-02 -1.728607333029867849e-03 8.499999999999996447e+00 9.999999999998898659e-02 5.668657307739862539e+00 2.063419015411912749e+00 -6.479848107857135190e-04 4.410504537875692677e+01 -7.839019986767231749e-04 5.662425955970160629e+01
1.693909200000000000e+09 -5.229938560000000081e+01 1.962650079999999875e+01 -1.005221410791158274e-02 -3.443849523075880400e-05 -1.192923774595955853e-02 -2.659180965392958081e-05 7.699999999999995737e+00 2.899999999999991473e+00 5.732286470813513723e+00 2.041707356518853711e+00 -5.769248426156237943e-04 4.373757248273652465e+01 -6.843610083167543786e-04 5.618378065760357032e+01
1.693909800000000000e+09 -5.230032640000000299e+01 1.962556800000000123e+01 -8.471141104464372656e-03 -7.708636295158143633e-04 -9.991972746061915378e-03 -9.032061588558037675e-04 1.099966777408639018e+01 2.293687707641186790e+00 5.792261300937702195e+00 2.021381817531020975e+00 -5.062527251867088643e-04 4.341261921239582477e+01 -5.970184156403182197e-04 5.579936683041644585e+01
1.693910400000000000e+09 -5.230103040000000192e+01 1.962451520000000116e+01 -1.047671029680058777e-02 -2.515350789284210003e-03 -1.254967779298615804e-02 -3.032480555557584903e-03 1.240000000000001101e+01 -8.000000000000007105e-01 5.848584018230618575e+00 2.002433964886398243e+00 -6.631074425956659741e-04 4.306181116206111170e+01 -7.947018703630863781e-04 5.538185074461542712e+01
1.693911000000000000e+09 -5.230181759999999969e+01 1.962345279999999903e+01 -1.053967834873527007e-02 1.667448186331959605e-03 -1.260818498297507258e-02 1.988900491639975735e-03 9.899999999999998579e+00 -2.699999999999991296e+00 5.901259735984286436e+00 1.984852138521866705e+00 -5.888774137110140347e-04 4.268621570516910424e+01 -7.045650098973371689e-04 5.493207068053730069e+01
1.693911600000000000e+09 -5.230263039999999819e+01 1.962230560000000068e+01 -8.559536182915036817e-03 1.741851006506174278e-03 -1.012024912707361161e-02 2.059497795612623069e-03 8.400000000000007461e+00 -1.699999999999990408e+00 5.950296435547910434e+00 1.968621456667697833e+00 -4.750273237341642494e-04 4.236704428393555588e+01 -5.616411075728012375e-04 5.455220884529625636e+01
1.693912200000000000e+09 -5.230376960000000253e+01 1.962098719999999830e+01 -7.134458097161275325e-03 -1.464096905501469179e-03 -8.430999779144158698e-03 -1.758382510088398560e-03 4.099999999999992539e+00 -5.499999999999993783e+00 5.995704911027737616e+00 1.953723825419154236e+00 -4.563654645767214113e-04 4.208762644744228965e+01 -5.398518058484844508e-04 5.422176097126987315e+01
1.693912800000000000e+09 -5.230494720000000086e+01 1.961960480000000118e+01 -4.130484009251369874e-03 -1.870407853245902897e-03 -4.835362136474874103e-03 -2.233052645375869193e-03 3.800000000000003375e+00 -9.600000000000008527e+00 6.037498691443007104e+00 1.940137952658482101e+00 -2.856664106391426563e-04 4.186501688487753370e+01 -3.352592275919826100e-04 5.395922766123773329e+01
1.693913400000000000e+09 -5.230587520000000268e+01 1.961836479999999838e+01 -4.789845343788515925e-03 -7.296195265554210460e-04 -5.622532835478474995e-03 -8.932044930287758814e-04 1.899999999999990585e+00 -9.099999999999997868e+00 6.075693958169887665e+00 1.927839352565600795e+00 -3.050822365151787839e-04 4.168779229073123815e+01 -3.588274354967765922e-04 5.375100166231110421e+01
1.693914000000000000e+09 -5.230730880000000127e+01 1.961679360000000116e+01 -2.747376569172992750e-02 8.900217849345592319e-03 -3.463136016965937675e-02 1.117389871713844220e-02 -1.899999999999990585e+00 -4.600000000000004086e+00 6.110309466250929411e+00 1.916800358986403996e+00 -1.508132698110545636e-03 4.114382781034352377e+01 -1.901901948015264059e-03 5.307278284725749273e+01
1.693914600000000000e+09 -5.230958400000000097e+01 1.961492000000000147e+01 -5.710806960512531186e-03 8.090309860726086280e-03 -6.812675386004611762e-03 9.636853327413015882e-03 -1.000000000000000888e+00 -1.499999999999990230e+00 6.141366464557346028e+00 1.906990182059259187e+00 -1.964401687863046855e-04 4.063245595027446200e+01 -2.346175146820227565e-04 5.243182700844830180e+01
1.693915200000000000e+09 -5.231093119999999885e+01 1.961374560000000145e+01 -2.628917247929010801e-03 6.046175627384382280e-03 -3.110362927549987968e-03 7.110457538458502327e-03 -1.299999999999990052e+00 -7.000000000000006217e+00 6.168888618299900095e+00 1.898374999069850189e+00 -4.739589038189594172e-05 4.055930513252400260e+01 -5.689167639587710125e-05 5.234437425112493969e+01
1.693915800000000000e+09 -5.231176320000000146e+01 1.961280479999999926e+01 -2.571929530779077516e-03 2.442630341253571730e-03 -2.982505508674996534e-03 2.830327120752100696e-03 4.499999999999992895e+00 -4.899999999999993250e+00 6.192901951806362604e+00 1.890918033565457623e+00 -1.130889364945964555e-04 4.051115968446106308e+01 -1.311844759242706789e-04 5.228795140542889186e+01
1.693916400000000000e+09 -5.231255680000000297e+01 1.961170080000000127e+01 -3.339009204378215294e-03 -2.466156175847812712e-04 -3.866101282413770580e-03 -3.016671995299276656e-04 6.499999999999994671e+00 -4.099999999999992539e+00 6.213434822413511860e+00 1.884579612352034195e+00 -2.121148282783072241e-04 4.041359855502918208e+01 -2.459028418907669442e-04 5.217482521008437857e+01
1.693917000000000000e+09 -5.231356480000000175e+01 1.961013760000000161e+01 -1.467855477748847802e-02 9.824582812561050670e-04 -1.843659867648053674e-02 1.174796422692930224e-03 4.200000000000003730e+00 -9.899999999999998579e+00 6.230517911120994512e+00 1.879317224114088969e+00 -8.960864768057447746e-04 4.008113816350396519e+01 -1.126617431219671629e-03 5.176306912815124406e+01
1.693917600000000000e+09 -5.231507200000000068e+01 1.960831680000000077e+01 -1.166595848891721458e-02 -1.012151946324998811e-03 -1.446693633171121027e-02 -1.287976807553006591e-03 1.299999999999990052e+00 -5.899999999999994138e+00 6.244184192868719840e+00 1.875085578948054943e+00 -7.474226510941774614e-04 3.958808542513398976e+01 -9.274928189957152430e-04 5.114683605308663061e+01
1.693918200000000000e+09 -5.231649279999999891e+01 1.960676959999999980e+01 -1.021353966093007694e-02 -1.261264149971350664e-03 -1.219002419663280969e-02 -1.541862834464666383e-03 -2.000000000000001776e-01 -7.299999999999995381e+00 6.254468866486596390e+00 1.871836667889194672e+00 -6.624114630972371097e-04 3.916513519087656903e+01 -7.912824220996472584e-04 5.063120348075801758e+01
1.693918800000000000e+09 -5.231778880000000242e+01 1.960515679999999961e+01 -1.065848542057861066e-02 -2.771206209350438477e-03 -1.296230349061024481e-02 -3.420419746985929772e-03 3.000000000000002665e+00 -8.800000000000007816e+00 6.261409267683349711e+00 1.869519836169381222e+00 -7.191796437037518887e-04 3.875065785883627001e+01 -8.755682977164688449e-04 5.013114826481318431e+01
1.693919400000000000e+09 -5.231913600000000031e+01 1.960338399999999837e+01 -1.093066211310850591e-02 -1.575023359237531805e-04 -1.326691817351897604e-02 -2.643034056907171518e-04 1.600000000000001421e+00 -1.400000000000001243e+01 6.265044797754306671e+00 1.868081855792768309e+00 -6.877531506372468574e-04 3.832857802053396767e+01 -8.361157708183220537e-04 4.961764304425274474e+01
1.693920000000000000e+09 -5.232027519999999754e+01 1.960162880000000030e+01 -8.772676939476508826e-03 1.406419115872541929e-03 -1.041875874944769853e-02 1.608451630997082818e-03 1.899999999999990585e+00 -1.330000000000000071e+01 6.265416868750106616e+00 1.867466978609301886e+00 -5.233803682371431908e-04 3.796523796487165470e+01 -6.227413651265005469e-04 4.917998590346930143e+01
1.693920600000000000e+09 -5.232165119999999803e+01 1.959968320000000119e+01 -9.690971178683827764e-03 3.891894025359425406e-03 -1.155002106875368910e-02 4.589055449326972201e-03 4.000000000000003553e+00 -1.139999999999998792e+01 6.262568848665611476e+00 1.867616989374580205e+00 -5.342180681433491857e-04 3.764795843395750552e+01 -6.376220422426329094e-04 4.880187688125856482e+01
1.693921200000000000e+09 -5.232319360000000330e+01 1.959767839999999950e+01 -2.383907853943322344e-02 2.508171126656678646e-03 -2.997077161477425603e-02 3.055441894340496945e-03 3.299999999999991829e+00 -1.280000000000001137e+01 6.256546006362522228e+00 1.868471285939605320e+00 -1.444638459008726469e-03 3.705430147581188294e+01 -1.818045060085869778e-03 4.806517675056001337e+01
1.693921800000000000e+09 -5.232480960000000181e+01 1.959549279999999882e+01 -1.143505082052385588e-02 2.336149868229601100e-03 -1.416176995427570300e-02 2.806058047365301948e-03 -9.999999999998898659e-02 -1.600000000000001421e+01 6.247395454320903596e+00 1.869966975826235389e+00 -6.707076141189909991e-04 3.641969765387356972e+01 -8.322694135665582339e-04 4.727008240846428322e+01
1.693922400000000000e+09 -5.232631039999999700e+01 1.959336319999999887e+01 -9.471553700259472547e-03 3.917271294495275336e-03 -1.127830967873139946e-02 4.587811572788421527e-03 8.999999999999896971e-01 -1.570000000000000284e+01 6.235166074823121463e+00 1.872038962241484805e+00 -5.172342581875797023e-04 3.606331509218159681e+01 -6.173357187449296729e-04 4.683520086877084054e+01
1.693923000000000000e+09 -5.232768959999999936e+01 1.959136159999999904e+01 -9.698186346056283588e-03 1.844557010916587653e-03 -1.154659450773502273e-02 2.115538026980368167e-03 1.000000000000000888e+00 -1.650000000000000355e+01 6.219908435473850083e+00 1.874620022569261302e+00 -5.686398755719804937e-04 3.573755285205372445e+01 -6.785293063577302894e-04 4.644644136124004064e+01
1.693923600000000000e+09 -5.232926719999999676e+01 1.958916800000000080e+01 -1.184837644055545397e-02 5.711525053395963497e-04 -1.475256252176707951e-02 6.227045857588802769e-04 4.999999999999893419e-01 -1.610000000000000142e+01 6.201674713024402763e+00 1.877640897811839737e+00 -7.240735725887352059e-04 3.534973881760551251e+01 -9.032137834607856545e-04 4.597191843429448710e+01
1.693924200000000000e+09 -5.233067839999999649e+01 1.958708479999999952e+01 -1.043868820678094285e-02 3.521675446463161732e-03 -1.265581174261608439e-02 4.190968687087601868e-03 3.400000000000003020e+00 -1.619999999999999218e+01 6.180518627636724993e+00 1.881030395698087387e+00 -5.789212835152058147e-04 3.495884036077433166e+01 -7.033614073527163406e-04 4.548994587705043813e+01
1.693924800000000000e+09 -5.233196480000000150e+01 1.958495519999999956e+01 -1.149020338788881747e-02 1.887532535523591326e-03 -1.419551808028548037e-02 2.247868459505607697e-03 2.499999999999991118e+00 -1.589999999999998082e+01 6.156495383870203675e+00 1.884715501736267118e+00 -6.718192228753440886e-04 3.458361820885716043e+01 -8.315804900142933056e-04 4.502946330784033080e+01
