# timestamp_grid, lon_SD_grid, lat_SD_grid, taux_c_SD_grid, tauy_c_SD_grid, taux10m_c_SD_grid, tauy10m_c_SD_grid, ucur_SD_grid[:,iz], vcur_SD_grid[:,iz], ucur_SD_grid_bp[:,iz], vcur_SD_grid_bp[:,iz], tau_dot_sfcvel_SD, energy_input_SD
1.694260200000000000e+09 -6.678965119999999445e+01 2.597549280000000138e+01 -3.741230068250180757e-02 2.847834071484960788e-03 -4.754982751643081762e-02 3.447398850977580025e-03 -2.180000000000001847e+01 -1.574999999999999645e+01 -8.248158681404008874e+00 -9.113673870520855314e-01 3.059871695691872631e-03 8.684501406814824520e+01
1.694260800000000000e+09 -6.679079679999999541e+01 2.597544639999999916e+01 -3.801772962301015746e-02 4.668970983785518045e-03 -4.832792702580463590e-02 5.752381703429114423e-03 -2.280000000000001847e+01 -1.549999999999998046e+01 -8.291446976337404351e+00 -6.481025149458983226e-01 3.121960174931197145e-03 8.869956362933517369e+01
1.694261400000000000e+09 -6.679210879999999406e+01 2.597548959999999951e+01 -4.278577901378995824e-02 -1.071078956089518991e-04 -5.440301158718362923e-02 -2.897450279624609040e-04 -2.375000000000000355e+01 -1.459999999999999076e+01 -8.322579092574740045e+00 -3.832663602657945257e-01 3.561290807329971914e-03 9.070453892401353357e+01
1.694262000000000000e+09 -6.679347839999999792e+01 2.597567520000000130e+01 -4.543460902655917927e-02 -1.813284760733751080e-04 -5.777611367069068055e-02 -3.786071485801121780e-04 -2.469999999999998863e+01 -1.370000000000000107e+01 -8.341447181127991328e+00 -1.172613177559721359e-01 3.790116542062954910e-03 9.290996112883141222e+01
1.694262600000000000e+09 -6.679454719999999668e+01 2.597568160000000148e+01 -3.484817610464002735e-02 6.667273996829369519e-03 -4.436636559043359573e-02 8.318678135305275154e-03 -2.580000000000000071e+01 -1.269999999999999929e+01 -8.347962822675043526e+00 1.495069778108278069e-01 2.919080825450704429e-03 9.492272033908551521e+01
1.694263200000000000e+09 -6.679595519999999453e+01 2.597583039999999954e+01 -3.168881440151390810e-02 -1.271241151422195957e-03 -4.041424701769198019e-02 -1.717988757368935082e-03 -2.690000000000001279e+01 -1.169999999999999929e+01 -8.342057301196463825e+00 4.166303434797317684e-01 2.638202679068461266e-03 9.658990539044125967e+01
1.694263800000000000e+09 -6.679767040000000122e+01 2.597631519999999838e+01 -3.250371002253415326e-02 2.269952019649093111e-03 -4.145904017963118748e-02 2.784926201191828023e-03 -2.815000000000000924e+01 -9.999999999999998224e+00 -8.323681847598106032e+00 6.836987534742203776e-01 2.721025044604405852e-03 9.819767370754311742e+01
1.694264400000000000e+09 -6.679923839999999302e+01 2.597509120000000138e+01 -3.954351760028640417e-02 -7.134898078920725618e-04 -5.041482887532552221e-02 -9.886348515452932171e-04 -2.940000000000000568e+01 -8.299999999999997158e+00 -8.292807853241574989e+00 9.503010607313140401e-01 3.272487631791907124e-03 9.999572751046201802e+01
1.694265000000000000e+09 -6.680154240000000243e+01 2.597474079999999930e+01 -2.671449343528445319e-02 -3.184991269109648492e-03 -3.420228821678635012e-02 -4.082814819431230917e-03 -3.265000000000000568e+01 -4.499999999999992895e+00 -8.249427058612640806e+00 1.216025743429183903e+00 2.165062336263308147e-03 1.016269925008785719e+02
1.694265600000000000e+09 -6.680380159999999989e+01 2.597531520000000071e+01 -3.125456402594326694e-02 -8.197591457985120914e-03 -4.001379324462402132e-02 -1.041475924704809985e-02 -3.589999999999999858e+01 -6.999999999999895195e-01 -8.193551734183374791e+00 1.480461690311438261e+00 2.439496671695415633e-03 1.030083602032661929e+02
1.694266200000000000e+09 -6.680575360000000273e+01 2.597616000000000014e+01 -3.121285459060021278e-02 -3.757740451815090848e-03 -3.995052055081543124e-02 -4.759547564432755999e-03 -3.505000000000000426e+01 1.300000000000001155e+00 -8.125214850953105028e+00 1.743199024034981726e+00 2.470606601720038136e-03 1.044813911852908461e+02
1.694266800000000000e+09 -6.680787200000000325e+01 2.597687039999999925e+01 -2.940378065305110714e-02 -5.390906283280138926e-03 -3.763165779776816988e-02 -6.814673245822070423e-03 -3.420000000000000995e+01 3.299999999999991829e+00 -8.044470187292493080e+00 2.003829927705755409e+00 2.257353775092636912e-03 1.058997792983346358e+02
1.694267400000000000e+09 -6.681007359999999551e+01 2.597898560000000145e+01 -2.704743897316735923e-02 -6.950375942716338976e-03 -3.461346264039399934e-02 -8.766004050227616320e-03 -3.340000000000000568e+01 6.450000000000000178e+00 -7.951392326274216771e+00 2.261949444695273481e+00 1.993433996925625569e-03 1.071750156299401340e+02
1.694268000000000000e+09 -6.681191680000000588e+01 2.598086560000000134e+01 -3.105533596625866671e-02 -1.694686344395297806e-02 -3.963907766952604744e-02 -2.136784434194811261e-02 -3.260000000000000853e+01 9.600000000000008527e+00 -7.846076563612506938e+00 2.517156265723877961e+00 2.010046401976615330e-03 1.083760597496107891e+02
1.694268600000000000e+09 -6.681403520000000640e+01 2.598232959999999991e+01 -5.196764045962248141e-02 -9.923917917025397439e-03 -6.618701702878397597e-02 -1.244202769721561817e-02 -3.215000000000001279e+01 1.065000000000000391e+01 -7.728638767126535747e+00 2.769053519325269885e+00 3.741592608586975267e-03 1.101015514527798871e+02
1.694269200000000000e+09 -6.681558400000000120e+01 2.598432160000000124e+01 -3.225548825484328419e-02 -1.391290886040628949e-02 -4.115386022168857766e-02 -1.750813690990345867e-02 -3.170000000000001705e+01 1.169999999999999929e+01 -7.599215204177368399e+00 3.017249542159733622e+00 2.031376788751986569e-03 1.118334422719815677e+02
1.694269800000000000e+09 -6.681706239999999752e+01 2.598613759999999928e+01 -5.216459698740811418e-02 -1.180407376283072914e-02 -6.642414054693125680e-02 -1.479132800288121725e-02 -3.215000000000001279e+01 1.300000000000000000e+01 -7.457962342070362460e+00 3.261358603808529377e+00 3.505442823949682894e-03 1.134944881557920837e+02
1.694270400000000000e+09 -6.681843840000000512e+01 2.598833439999999939e+01 -5.546336815932524644e-02 -2.553546019906080544e-03 -7.064772947215480770e-02 -3.062396475325329225e-03 -3.260000000000000853e+01 1.430000000000000071e+01 -7.305056628026830978e+00 3.501001596669393479e+00 3.962230764921112307e-03 1.157347902324533209e+02
1.694271000000000000e+09 -6.681974400000000003e+01 2.599063519999999983e+01 -5.331462358287230446e-02 7.515717861902701438e-04 -6.789298165114170114e-02 1.154895114266767456e-03 -3.075000000000001066e+01 1.720000000000000284e+01 -7.140694244129815793e+00 3.735806716416970819e+00 3.835111526728831547e-03 1.180739929199482958e+02
1.694271600000000000e+09 -6.682058240000000637e+01 2.599264480000000077e+01 -4.676149501048784685e-02 -2.890070141891134918e-03 -5.953367855122775748e-02 -3.437467469107236603e-03 -2.890000000000001279e+01 2.010000000000000853e+01 -6.965090808699756941e+00 3.965410152112176956e+00 3.142377456176371001e-03 1.201672396148198061e+02
1.694272200000000000e+09 -6.682203520000000196e+01 2.599462880000000098e+01 -5.085187184275945932e-02 -9.057424896367190226e-03 -6.469300807970877754e-02 -1.126835310608669850e-02 -2.904999999999999716e+01 1.675000000000000000e+01 -6.778481007696495197e+00 4.189456772365028669e+00 3.067527574196880161e-03 1.220302111239317924e+02
1.694272800000000000e+09 -6.682339840000000208e+01 2.599671040000000133e+01 -4.947901170863036602e-02 -9.666594432501802309e-03 -6.296140796740641588e-02 -1.208160280956224568e-02 -2.919999999999998153e+01 1.339999999999998970e+01 -6.581118187909059003e+00 4.407600735153523352e+00 2.830207351483066992e-03 1.237995316016357776e+02
1.694273400000000000e+09 -6.682450559999999484e+01 2.599847039999999865e+01 -4.817403587539966642e-02 -2.860054077945805521e-03 -6.133254830180324968e-02 -3.484970524082085883e-03 -2.909999999999999432e+01 1.219999999999999929e+01 -6.373273946812938462e+00 4.619505971776643349e+00 2.938142908648416849e-03 1.255300366796752201e+02
1.694274000000000000e+09 -6.682540799999999592e+01 2.600055839999999918e+01 -5.393093114191198356e-02 -4.042669479537262800e-03 -6.861841609466295955e-02 -4.987195835349231450e-03 -2.900000000000000355e+01 1.100000000000001066e+01 -6.155237712029514086e+00 4.824846599849183626e+00 3.124524411169041574e-03 1.273488368756204636e+02
1.694274600000000000e+09 -6.682636159999999848e+01 2.599959679999999906e+01 -4.907994365704441281e-02 -1.106289805048490775e-02 -6.238228448065040455e-02 -1.392309966342644180e-02 -2.539999999999999858e+01 6.350000000000000533e+00 -5.927316279145341760e+00 5.023307327754078067e+00 2.353400121747384159e-03 1.289922142354953962e+02
1.694275200000000000e+09 -6.682679039999999304e+01 2.599881119999999868e+01 -4.416912000127586058e-02 -5.208255966359518407e-04 -5.611110161540727725e-02 -6.406510018547645000e-04 -2.179999999999999716e+01 1.699999999999990408e+00 -5.689833270371400076e+00 5.214583823514265859e+00 2.485990397751962431e-03 1.304440313913451917e+02
1.694275800000000000e+09 -6.682737919999999576e+01 2.599807200000000051e+01 -4.394676337755620138e-02 -9.838769046931004902e-03 -5.578088947666183517e-02 -1.240322350611284749e-02 -2.010000000000000853e+01 3.349999999999997424e+00 -5.443128501274151709e+00 5.398383025483645348e+00 1.860944364645210521e-03 1.317481118200643380e+02
1.694276400000000000e+09 -6.682762239999999565e+01 2.599719839999999849e+01 -5.096628454598329389e-02 -1.089239679660676877e-02 -6.461430098513661069e-02 -1.370528008687180339e-02 -1.840000000000001634e+01 5.000000000000004441e+00 -5.187557298457872612e+00 5.574423470561492344e+00 2.036716890181227389e-03 1.329174101965122929e+02
1.694277000000000000e+09 -6.682773120000000233e+01 2.599637600000000148e+01 -4.463327192346619454e-02 -6.170932582558386580e-03 -5.663445954849825187e-02 -7.707927291327977201e-03 -1.950000000000000711e+01 8.599999999999996092e+00 -4.923489824495088207e+00 5.742435719462016586e+00 1.843152764646328922e-03 1.340813710929605520e+02
1.694277600000000000e+09 -6.682786559999999554e+01 2.599570719999999824e+01 -4.328405989971037537e-02 -7.456888542894229630e-03 -5.494143030924059784e-02 -9.296876517446008709e-03 -2.059999999999999432e+01 1.219999999999998863e+01 -4.651310437516644747e+00 5.902162867899392928e+00 1.573158289216837827e-03 1.351062644091194898e+02
1.694278200000000000e+09 -6.682787199999999928e+01 2.599507360000000133e+01 -4.572670284809648988e-02 -1.621374052384286387e-04 -5.801706406814749473e-02 -8.448137247232150645e-05 -1.884999999999998721e+01 1.104999999999999361e+01 -4.371417077295864928e+00 6.053361079465643613e+00 1.989090134602066254e-03 1.361749389362651641e+02
1.694278800000000000e+09 -6.682756480000000465e+01 2.599409440000000160e+01 -5.405883568530707450e-02 -8.382623104346703657e-03 -6.848846306950236162e-02 -1.047056640566155009e-02 -1.709999999999998010e+01 9.899999999999998579e+00 -4.084220627584813634e+00 6.195800060771181172e+00 1.688511550698159778e-03 1.372782194418552422e+02
1.694279400000000000e+09 -6.682728319999999655e+01 2.599297440000000137e+01 -6.633121037308759016e-02 -1.084983947049492081e-02 -8.402089534261601711e-02 -1.358306170259808952e-02 -1.824999999999998579e+01 9.150000000000002132e+00 -3.790144219994573405e+00 6.329263429993162049e+00 1.827333614189021252e-03 1.383329729913213839e+02
1.694280000000000000e+09 -6.682692480000000046e+01 2.599162880000000087e+01 -3.907954486332926997e-02 -3.178508708898969935e-03 -4.961595997177376677e-02 -3.934695301129588485e-03 -1.939999999999999503e+01 8.400000000000007461e+00 -3.489622517771386878e+00 6.453549006169900792e+00 1.158601980199136256e-03 1.392287536696378254e+02
1.694280600000000000e+09 -6.682707200000000114e+01 2.599058720000000022e+01 -4.770218331658503813e-02 -2.352170693065533998e-03 -6.050971143731968122e-02 -2.871938825061949845e-03 -1.884999999999998721e+01 9.100000000000008527e+00 -3.183101021205670289e+00 6.568469071676330984e+00 1.363907079800574925e-03 1.399855063876377415e+02
1.694281200000000000e+09 -6.682666240000000357e+01 2.598937280000000172e+01 -7.159286881293583371e-02 -1.396495473705655285e-02 -9.066203648809280369e-02 -1.750066137472765584e-02 -1.829999999999998295e+01 9.800000000000007816e+00 -2.871035370102979822e+00 6.673850634180654495e+00 1.123456365808723264e-03 1.407317154213205299e+02
1.694281800000000000e+09 -6.682628479999999627e+01 2.598818560000000133e+01 -4.834156995953080987e-02 -3.979249629325267920e-03 -6.130770940821524129e-02 -4.930042155535055252e-03 -1.855000000000000071e+01 8.850000000000001421e+00 -2.553890608312491040e+00 6.769535687943768920e+00 9.652140913377256232e-04 1.413583165584644803e+02
1.694282400000000000e+09 -6.682610560000000532e+01 2.598697920000000039e+01 -5.067286715144747600e-02 -2.657784383642180798e-03 -6.426407207770529206e-02 -3.268584084879814708e-03 -1.880000000000001847e+01 7.899999999999995914e+00 -2.232140420806056458e+00 6.855381447724061772e+00 9.488882925121003157e-04 1.419325472736194342e+02
1.694283000000000000e+09 -6.682588160000000244e+01 2.598557920000000010e+01 -5.084378496917198870e-02 -5.457405772723264090e-03 -6.443489079971685685e-02 -6.799998137305553018e-03 -1.710000000000000497e+01 8.250000000000001776e+00 -1.906266359799152044e+00 6.931260534674317242e+00 5.909509563741376786e-04 1.423944990482852972e+02
1.694283600000000000e+09 -6.682556800000000408e+01 2.598425280000000015e+01 -5.182537198575044857e-02 -7.157078795289729782e-03 -6.563179075149346009e-02 -8.938749828576108072e-03 -1.539999999999999147e+01 8.600000000000008527e+00 -1.576757042871742565e+00 6.997061132431793951e+00 3.163750241770638127e-04 1.426666968424506763e+02
1.694284200000000000e+09 -6.682478720000000294e+01 2.598312639999999973e+01 -6.579566697386353413e-02 -2.315612684497722271e-03 -8.319191121013125301e-02 -2.825812870866786265e-03 -1.169999999999999929e+01 7.400000000000007461e+00 -1.244107298004155870e+00 7.052687132467216458e+00 6.552557767549968982e-04 1.429581860827302933e+02
1.694284800000000000e+09 -6.682403200000000254e+01 2.598180639999999997e+01 -4.530036434184502026e-02 -2.536820403143321637e-03 -5.723919613574225684e-02 -3.133328780749896052e-03 -8.000000000000007105e+00 6.200000000000005507e+00 -9.088172479343699095e-01 7.098058250668995761e+00 2.316325345858294958e-04 1.432242525761325282e+02
1.694285400000000000e+09 -6.682339840000000208e+01 2.598070399999999935e+01 -4.466655618766385977e-02 -2.801195956062654639e-03 -5.644320151396534091e-02 -3.482566763724104231e-03 -8.150000000000002132e+00 4.800000000000004263e+00 -5.713913540023810578e-01 7.133110092087487253e+00 5.540844874587504913e-05 1.433103648711320375e+02
1.694286000000000000e+09 -6.682268159999999568e+01 2.597955359999999914e+01 -5.091639681692937403e-02 -2.538721442077502936e-03 -6.433342989416507285e-02 -3.163878547169033783e-03 -8.299999999999997158e+00 3.400000000000003020e+00 -2.323374775246056512e-01 7.157794167778032346e+00 -6.341858330628154000e-05 1.433079618307639009e+02
1.694286600000000000e+09 -6.682216959999999517e+01 2.597866240000000104e+01 -4.328268384582184547e-02 -3.990520023198433630e-03 -5.466292901027329509e-02 -4.961589064797451883e-03 -6.699999999999995737e+00 6.750000000000000000e+00 1.078340011069686272e-01 7.172077892757549478e+00 -3.328766541673075789e-04 1.431890732595218196e+02
1.694287200000000000e+09 -6.682123520000000383e+01 2.597749920000000046e+01 -4.776192772412478360e-02 -3.894471475725380140e-03 -6.027510253442781851e-02 -4.797710232088140542e-03 -5.099999999999993427e+00 1.009999999999999787e+01 4.486110388833243201e-01 7.175944617091927213e+00 -4.937303963803946032e-04 1.429410911443575287e+02
1.694287800000000000e+09 -6.682039039999999375e+01 2.597642240000000058e+01 -4.956322608596878260e-02 -1.082151957066533957e-02 -6.248971112090513647e-02 -1.354578892383085688e-02 -3.049999999999997158e+00 7.899999999999995914e+00 7.894808101563888236e-01 7.169393704643624687e+00 -1.167129501689207795e-03 1.424428331749366521e+02
1.694288400000000000e+09 -6.681940480000000093e+01 2.597546080000000046e+01 -3.382768340004470992e-02 -9.981597750690809900e-03 -4.262003997408316675e-02 -1.251876700386604473e-02 -1.000000000000000888e+00 5.699999999999993960e+00 1.129930613900289371e+00 7.152440576233622949e+00 -1.096157198387203748e-03 1.417638471649137273e+02
1.694289000000000000e+09 -6.681821440000000223e+01 2.597447839999999886e+01 -4.179517622428436524e-02 -1.191283963961245994e-02 -5.261445475768281727e-02 -1.493099260363075532e-02 1.049999999999995381e+00 6.499999999999994671e+00 1.469448792549781446e+00 7.125116645565781504e+00 -1.462962432493386099e-03 1.409961112756495538e+02
1.694289600000000000e+09 -6.681695999999999458e+01 2.597375840000000125e+01 -5.516486988060475410e-02 -1.251787750599594497e-02 -6.940517910849901273e-02 -1.566958641414846823e-02 3.099999999999991651e+00 7.299999999999995381e+00 1.807525652073057598e+00 7.087469197162033829e+00 -1.884319886400592651e-03 1.399919265799813672e+02
1.694290200000000000e+09 -6.681549440000000573e+01 2.597293919999999900e+01 -3.535485677998759929e-02 -1.001833202248520772e-02 -4.447464124651887007e-02 -1.254855191464185164e-02 2.649999999999996803e+00 6.299999999999994493e+00 2.143654369086502420e+00 7.039561273341151448e+00 -1.463132553338083704e-03 1.389876908480597706e+02
1.694290800000000000e+09 -6.681397119999999745e+01 2.597231680000000154e+01 -4.156373050144885478e-02 -1.470107283991828849e-02 -5.230031804907865622e-02 -1.845038499079017236e-02 2.200000000000001954e+00 5.299999999999993605e+00 2.477331857777201218e+00 6.981471551845991108e+00 -2.056022755128105242e-03 1.379319442555198805e+02
1.694291400000000000e+09 -6.681240959999999518e+01 2.597148320000000155e+01 -3.724238697803158860e-02 -1.483697003588910039e-02 -4.684468200909139290e-02 -1.861978144253098599e-02 2.900000000000002576e+00 5.349999999999999645e+00 2.808059582690384914e+00 6.913294177472779189e+00 -2.071511801963754357e-03 1.366936838883923429e+02
1.694292000000000000e+09 -6.681045120000000281e+01 2.597053439999999824e+01 -5.738783063369830989e-02 -2.214421725539445288e-02 -7.219008602549546738e-02 -2.780544849445079278e-02 3.600000000000003197e+00 5.400000000000004796e+00 3.135344342991801980e+00 6.835138560080066483e+00 -3.312894033790746498e-03 1.350783621376659767e+02
1.694292600000000000e+09 -6.680833920000000603e+01 2.596938719999999989e+01 -4.406643994206769360e-02 -1.842602033347579688e-02 -5.541445148250564307e-02 -2.314652524845196152e-02 4.149999999999998579e+00 3.949999999999997957e+00 3.458699057769408558e+00 6.747129158630389867e+00 -2.767352933763927991e-03 1.332542880473995695e+02
1.694293200000000000e+09 -6.680663680000000682e+01 2.596848479999999881e+01 -4.749444784282588067e-02 -2.565061096631721452e-02 -5.972323424893157678e-02 -3.225553735464472410e-02 4.699999999999993072e+00 2.499999999999991118e+00 3.777643550273590112e+00 6.649405236405089070e+00 -3.499784014436760956e-03 1.313741469629393634e+02
1.694293800000000000e+09 -6.680474239999999497e+01 2.596744959999999836e+01 -4.679143832320233759e-02 -2.071624520129619965e-02 -5.881392368196405873e-02 -2.606391600741985240e-02 6.250000000000000000e+00 6.000000000000005329e-01 4.091705320972686799e+00 6.542120566849095376e+00 -3.269849509623010478e-03 1.293432569057214323e+02
1.694294400000000000e+09 -6.680298879999999428e+01 2.596647520000000142e+01 -3.962177823611767735e-02 -1.529836647169837902e-02 -4.976782697041444437e-02 -1.926095414041147438e-02 7.800000000000006928e+00 -1.299999999999990052e+00 4.400420314964341273e+00 6.425443092678804646e+00 -2.726512610400675697e-03 1.275443482697143338e+02
1.694295000000000000e+09 -6.680142720000000622e+01 2.596559519999999921e+01 -3.787563471148089334e-02 -2.651493252033119280e-02 -4.764674274932983317e-02 -3.340519077595107550e-02 4.249999999999998224e+00 -1.599999999999990319e+00 4.703333673929389391e+00 6.299554555745729090e+00 -3.451740121136998886e-03 1.256908724502530106e+02
1.694295600000000000e+09 -6.679978239999999801e+01 2.596461439999999854e+01 -3.713193299714163259e-02 -2.322971251290849651e-02 -4.677547131570276850e-02 -2.928757049057058998e-02 6.999999999999895195e-01 -1.899999999999990585e+00 5.000000416526945379e+00 6.164650121611210842e+00 -3.288627305198536278e-03 1.236687622223523704e+02
1.694296200000000000e+09 -6.679790079999999364e+01 2.596353279999999941e+01 -3.341983538659890063e-02 -2.021490699073474548e-02 -4.205386368272297226e-02 -2.551767485572879399e-02 4.199999999999992184e+00 -5.449999999999999289e+00 5.289986026590012713e+00 6.020938003889710899e+00 -2.985031639516572480e-03 1.217866645389378277e+02
1.694296800000000000e+09 -6.679631360000000484e+01 2.596226559999999850e+01 -4.088205935171119326e-02 -1.637766190091335256e-02 -5.138405817825488636e-02 -2.071362738253441221e-02 7.699999999999995737e+00 -9.000000000000007105e+00 5.572867045498720806e+00 5.868639049262379892e+00 -3.239448674805909742e-03 1.199193204446411016e+02
1.694297400000000000e+09 -6.679463040000000262e+01 2.596063840000000056e+01 -4.213703484249900488e-02 -1.702749377664232802e-02 -5.303017032688874671e-02 -2.154668097384343506e-02 4.399999999999993250e+00 -9.050000000000002487e+00 5.848231740261858214e+00 5.707986259212161961e+00 -3.436198451123174957e-03 1.179166263068623834e+02
1.694298000000000000e+09 -6.679336960000000545e+01 2.595909280000000052e+01 -3.609883260499177626e-02 -1.904697253366260251e-02 -4.549616007161001036e-02 -2.410477399452970459e-02 1.099999999999989875e+00 -9.099999999999997868e+00 6.115680752261404507e+00 5.539224298904731114e+00 -3.262743888204895290e-03 1.159069436050639581e+02
1.694298600000000000e+09 -6.679325439999999503e+01 2.595859360000000038e+01 -4.492670094360794175e-02 -2.123485378606390986e-02 -5.660006720035087174e-02 -2.680757589252923123e-02 8.999999999999896971e-01 -4.449999999999999289e+00 6.374827624455949859e+00 5.362609062964001971e+00 -4.002741936148449323e-03 1.137272978577579465e+02
1.694299200000000000e+09 -6.679338239999999871e+01 2.595949600000000146e+01 -4.338831353894996579e-02 -1.779745849797800469e-02 -5.464595927057690899e-02 -2.241619257658380299e-02 6.999999999999895195e-01 2.000000000000001776e-01 6.625299257136222586e+00 5.178407332062211488e+00 -3.796230510360009726e-03 1.113876061238054263e+02
1.694299800000000000e+09 -6.679362559999999860e+01 2.596011359999999968e+01 -3.009892252719449657e-02 -2.091184478677014097e-03 -3.789339568548224374e-02 -2.646436340589113610e-03 1.499999999999990230e+00 -1.449999999999995737e+00 6.866736380160219255e+00 4.986896496993957761e+00 -2.171098868723929810e-03 1.095974073100802286e+02
1.694300400000000000e+09 -6.679361919999999486e+01 2.596068800000000110e+01 -5.142887025212715402e-02 -1.101865453694758114e-02 -6.474558801989260814e-02 -1.391362690317428721e-02 2.299999999999990941e+00 -3.099999999999991651e+00 7.098794052762028350e+00 4.788364248540765367e+00 -4.178442897378115486e-03 1.076925447802496194e+02
1.694301000000000000e+09 -6.679358080000000086e+01 2.596142400000000094e+01 -4.730608347228499461e-02 -1.568690804709732469e-04 -5.957363040967710022e-02 -2.423434542920093187e-04 1.049999999999995381e+00 -4.049999999999998046e+00 7.321142160427138279e+00 4.583108150083935683e+00 -3.470535101148338256e-03 1.053978513806916766e+02
1.694301600000000000e+09 -6.679348480000000166e+01 2.596205120000000122e+01 -4.527246779415201178e-02 2.599150029935658711e-03 -5.703595580168636936e-02 3.220274919518749304e-03 -2.000000000000001776e-01 -5.000000000000004441e+00 7.533465872183012557e+00 4.371435125487801443e+00 -3.296965753394753059e-03 1.033676011243287434e+02
1.694302200000000000e+09 -6.679363200000000234e+01 2.596258720000000153e+01 -4.151433457051021542e-02 -7.776098922572911680e-03 -5.236571580354156680e-02 -9.841773772375651125e-03 -2.849999999999996980e+00 -3.700000000000003286e+00 7.735466030558191264e+00 4.153660935264635867e+00 -3.534320031748538777e-03 1.013182153887857595e+02
1.694302800000000000e+09 -6.679430399999999679e+01 2.596308159999999887e+01 -4.910639111964151815e-02 -1.271184950781559762e-02 -6.199339797833439830e-02 -1.605900996803464459e-02 -5.499999999999993783e+00 -2.400000000000002132e+00 7.926859470368076366e+00 3.930109679227641983e+00 -4.392184242938803988e-03 9.894026410637955848e+01
1.694303400000000000e+09 -6.679454079999999294e+01 2.596391679999999980e+01 -3.991513650110847800e-02 -5.310390510699723732e-03 -5.041552549205313011e-02 -6.734188986748513087e-03 -6.199999999999993960e+00 -3.449999999999997513e+00 8.107379283215298216e+00 3.701113326593897579e+00 -3.432615078443661261e-03 9.659282430996481139e+01
1.694304000000000000e+09 -6.679495040000000472e+01 2.596455680000000044e+01 -4.611796229538218939e-02 -9.101701826683843144e-03 -5.825860235718013924e-02 -1.153236834907763603e-02 -6.899999999999995026e+00 -4.499999999999992895e+00 8.276775062035332198e+00 3.467011235016613124e+00 -4.132637027291891606e-03 9.432324867824414127e+01
1.694304600000000000e+09 -6.679543040000000076e+01 2.596520160000000033e+01 -4.067245850628239262e-02 -9.203229468877456229e-03 -5.137832254491928041e-02 -1.164316714360480801e-02 -6.499999999999994671e+00 -3.149999999999997247e+00 8.434813155234577309e+00 3.228149630263538850e+00 -3.727739898717104521e-03 9.196513560044144242e+01
1.694305200000000000e+09 -6.679616000000000042e+01 2.596588320000000039e+01 -3.836591912996788895e-02 -1.551490983447613090e-02 -4.845757424606839114e-02 -1.958900266166721874e-02 -6.099999999999994316e+00 -1.800000000000001599e+00 8.581276932984485128e+00 2.984881078160346313e+00 -3.755387376370333125e-03 8.972019741791523018e+01
1.694305800000000000e+09 -6.679694080000000156e+01 2.596630400000000094e+01 -4.094263250600593124e-02 -1.695399491905066544e-02 -5.170198980698317848e-02 -2.144274572680305788e-02 -5.149999999999998579e+00 -5.249999999999998224e+00 8.715967055610255088e+00 2.737563972117434297e+00 -4.032672817661603522e-03 8.738377935970564181e+01
1.694306400000000000e+09 -6.679729279999999392e+01 2.596699840000000137e+01 -4.012433640297567022e-02 -1.421674376545144051e-02 -5.066101867407963449e-02 -1.802578936409102509e-02 -4.200000000000003730e+00 -8.699999999999995737e+00 8.838701735814298743e+00 2.486561983100905149e+00 -3.899978563840362979e-03 8.500398394525504386e+01
1.694307000000000000e+09 -6.679790079999999364e+01 2.596752160000000131e+01 -3.753250374564608832e-02 -1.720678160305500956e-02 -4.744385205903711711e-02 -2.181296828396224810e-02 -6.600000000000004974e+00 -9.050000000000002487e+00 8.949316976661448209e+00 2.232243429142000579e+00 -3.742999981176209183e-03 8.271109038175008266e+01
1.694307600000000000e+09 -6.679856639999999857e+01 2.596804320000000033e+01 -4.021168050239026792e-02 -1.006045040284520541e-02 -5.086297469721236947e-02 -1.279938936653169171e-02 -9.000000000000007105e+00 -9.400000000000009237e+00 9.047666745877799954e+00 1.974980618348937345e+00 -3.836910790348191640e-03 8.043711715029276377e+01
1.694308200000000000e+09 -6.679932159999999897e+01 2.596858560000000082e+01 -3.990991075557689949e-02 -2.241396296523675419e-02 -5.050911580515287519e-02 -2.841382386398846882e-02 -9.650000000000012790e+00 -9.750000000000003553e+00 9.133623065299753208e+00 1.715149232600558404e+00 -4.029653727905550299e-03 7.807714779481663925e+01
1.694308800000000000e+09 -6.680035200000000373e+01 2.596928799999999882e+01 -3.309389691893820790e-02 -1.563062182893618091e-02 -4.191225817573982632e-02 -1.984667680648752666e-02 -1.030000000000002025e+01 -1.009999999999999787e+01 9.207076052155477086e+00 1.453127748591098500e+00 -3.274113161022188141e-03 7.588601772813831303e+01
1.694309400000000000e+09 -6.680126719999999807e+01 2.596987680000000154e+01 -4.486984460976235073e-02 -1.659209434681737858e-02 -5.679350140713578660e-02 -2.104251740946495169e-02 -1.135000000000001563e+01 -7.899999999999995914e+00 9.267933954603932989e+00 1.189296875588795155e+00 -4.355836823627631457e-03 7.359703273274337221e+01
1.694310000000000000e+09 -6.680210560000000442e+01 2.597092479999999881e+01 -3.787164600830295047e-02 -1.855604316050623800e-02 -4.796869050634300358e-02 -2.349938058804542512e-02 -1.240000000000001101e+01 -5.699999999999993960e+00 9.316123177565927449e+00 9.240390252615419131e-01 -3.699634271852685584e-03 7.118039140409926802e+01
