# timestamp_grid lon_SD_grid lat_SD_grid taux_c_SD_grid tauy_c_SD_grid ucur_SD_grid[:,iz] vcur_SD_grid[:,iz] ucur_SD_grid_bp[:,iz] vcur_SD_grid_bp[:,iz] tau_dot_sfcvel_SD energy_input_SD
1.694115600000000000e+09 -6.588122239999999863e+01 2.040169119999999836e+01 -2.268041229087376306e-02 1.616998375046046349e-02 -8.800000000000007816e+00 -6.600000000000005862e+00 7.890698902085996336e-02 -5.044607809110828178e+00 9.286573540665016453e-04 6.545046216308794556e+02
1.694116200000000000e+09 -6.588131839999999784e+01 2.040460639999999870e+01 -2.008974898061187397e-02 7.409967571116776210e-03 -1.005000000000000426e+01 -6.150000000000000355e+00 -9.244000475161832930e-02 -5.129966610253087644e+00 1.563306766927812690e-03 6.552522108671777232e+02
1.694116800000000000e+09 -6.588144640000000152e+01 2.040776960000000173e+01 -1.873513404520841391e-02 9.210485116183109167e-03 -1.129999999999999893e+01 -5.699999999999993960e+00 -2.627606336269853182e-01 -5.210251588383575161e+00 1.592072495486113876e-03 6.561988246459019365e+02
1.694117400000000000e+09 -6.588173439999999914e+01 2.041091360000000066e+01 -2.854254336482907328e-02 1.035519773958916250e-02 -1.319999999999998863e+01 -7.150000000000001243e+00 -4.318778778247143735e-01 -5.285390267583069068e+00 3.027219085776809530e-03 6.575846121202807808e+02
1.694118000000000000e+09 -6.588210560000000271e+01 2.041414400000000029e+01 -2.016669886622472069e-02 7.022377554814095493e-03 -1.509999999999998010e+01 -8.600000000000008527e+00 -5.996167991103226180e-01 -5.355315984382417405e+00 2.441247059085915969e-03 6.592251519637395631e+02
1.694118600000000000e+09 -6.588252160000000401e+01 2.041708480000000137e+01 -2.726645844738788751e-02 1.215637977941758964e-02 -1.504999999999998650e+01 -8.750000000000003553e+00 -7.658047873393923899e-01 -5.419967974579657621e+00 3.039918765632833569e-03 6.608695017111551806e+02
1.694119200000000000e+09 -6.588295680000000232e+01 2.041984800000000178e+01 -2.365369781670020530e-02 9.026036053236282872e-03 -1.499999999999999112e+01 -8.899999999999996803e+00 -9.302717937195323916e-01 -5.479291457321970427e+00 2.744737463766999761e-03 6.626048985799751563e+02
1.694119800000000000e+09 -6.588346880000000283e+01 2.042264480000000049e+01 -1.811807721358490650e-02 9.124388960155731601e-03 -1.664999999999998792e+01 -1.099999999999998757e+01 -1.092850542574794526e+00 -5.533237704304720062e+00 2.012977070444755059e-03 6.640322129402386508e+02
1.694120400000000000e+09 -6.588407680000000255e+01 2.042555360000000064e+01 -2.324200640797482662e-02 1.429297558708196927e-02 -1.829999999999998295e+01 -1.309999999999997833e+01 -1.253376737053427892e+00 -5.581764106311944751e+00 2.380907370751654019e-03 6.653503782725975952e+02
1.694121000000000000e+09 -6.588483200000000295e+01 2.042854720000000057e+01 -2.419048182384401016e-02 1.462549678878332857e-02 -2.029999999999998295e+01 -1.039999999999998792e+01 -1.411689276591560738e+00 -5.624834242615902369e+00 3.389616144206865876e-03 6.670815353270851347e+02
1.694121600000000000e+09 -6.588564479999999435e+01 2.043167199999999895e+01 -2.286177519156448040e-02 8.848520836855812421e-03 -2.229999999999998650e+01 -7.699999999999995737e+00 -1.567630485022571518e+00 -5.662417920995673093e+00 4.416839763280978881e-03 6.694234720993315477e+02
1.694122200000000000e+09 -6.588661120000000437e+01 2.043469759999999980e+01 -2.230457147119877317e-02 8.223270177954308813e-03 -2.269999999999998863e+01 -5.799999999999993605e+00 -1.721046337602024634e+00 -5.694491160667302765e+00 4.586188053640769501e-03 6.721243804444079615e+02
1.694122800000000000e+09 -6.588755840000000319e+01 2.043802720000000051e+01 -1.733053621690384266e-02 8.566001276251159272e-03 -2.309999999999998721e+01 -3.899999999999992362e+00 -1.871786672945274788e+00 -5.721036137221876317e+00 3.669279816330990769e-03 6.746010208053995711e+02
1.694123400000000000e+09 -6.588869760000000042e+01 2.044107199999999835e+01 -2.102864375956727677e-02 7.331649684225498287e-03 -2.269999999999998863e+01 -4.399999999999993250e+00 -2.019705379978193438e+00 -5.742041124553393772e+00 4.450909547315848314e-03 6.770370776144936826e+02
1.694124000000000000e+09 -6.588977280000000292e+01 2.044418239999999898e+01 -2.760406046572972533e-02 1.142177579911304690e-02 -2.229999999999998650e+01 -4.899999999999993250e+00 -2.164660560463888661e+00 -5.757500453659424977e+00 5.596038469701186159e-03 6.800511620195986779e+02
1.694124600000000000e+09 -6.589077120000000320e+01 2.044756160000000023e+01 -2.036352822948381616e-02 1.275847591773555945e-02 -2.135000000000000142e+01 -4.249999999999998224e+00 -2.306514671903274749e+00 -5.767414490847050601e+00 3.805378050491034416e-03 6.828715869756564416e+02
1.694125200000000000e+09 -6.589173119999999528e+01 2.045078399999999874e+01 -2.614649563020717687e-02 9.463178956216683133e-03 -2.040000000000001990e+01 -3.600000000000003197e+00 -2.445134653597347718e+00 -5.771789618346761408e+00 4.993210666138468701e-03 6.855111635906453103e+02
1.694125800000000000e+09 -6.589255679999999415e+01 2.045435679999999934e+01 -2.153219657575629331e-02 7.461984270922730929e-03 -1.960000000000001918e+01 -2.649999999999996803e+00 -2.580392038523125375e+00 -5.770638198891149706e+00 4.022567945668784929e-03 6.882158971741873756e+02
1.694126400000000000e+09 -6.589340160000000424e+01 2.045795999999999992e+01 -2.277014133187912903e-02 6.315156385013351650e-03 -1.880000000000001847e+01 -1.699999999999990408e+00 -2.712163055414055890e+00 -5.763978522459329845e+00 4.173428911848053521e-03 6.906746962314424536e+02
1.694127000000000000e+09 -6.589436159999999632e+01 2.046124800000000121e+01 -2.595328177193666555e-02 7.138254069700746170e-03 -1.880000000000001847e+01 -3.599999999999992095e+00 -2.840328726212845822e+00 -5.751834746078911209e+00 4.622239826614872246e-03 6.933133968529813274e+02
1.694127600000000000e+09 -6.589532160000000260e+01 2.046433920000000128e+01 -2.239215323010616474e-02 3.318689989296524576e-03 -1.880000000000001847e+01 -5.499999999999993783e+00 -2.964774963876942060e+00 -5.734236846262067644e+00 4.027196857848655207e-03 6.959082278583202879e+02
1.694128200000000000e+09 -6.589631359999999916e+01 2.046739840000000044e+01 -2.055503112300575974e-02 5.086737181190228649e-03 -1.905000000000001137e+01 -5.449999999999999289e+00 -3.085392673139051745e+00 -5.711220592922438222e+00 3.638506252557732225e-03 6.982079387914423023e+02
1.694128800000000000e+09 -6.589741440000000239e+01 2.047026400000000024e+01 -2.583165440791115181e-02 2.682538843285287456e-03 -1.930000000000000426e+01 -5.400000000000004796e+00 -3.202077852267062763e+00 -5.682827523519735635e+00 4.840652203189448749e-03 7.007516863281664428e+02
1.694129400000000000e+09 -6.589832319999999299e+01 2.047342880000000065e+01 -2.129664890815315126e-02 8.572463801970065661e-03 -1.834999999999999787e+01 -4.700000000000004619e+00 -3.314731689883383403e+00 -5.649104892668566968e+00 3.505029275953508525e-03 7.032553907719093331e+02
1.694130000000000000e+09 -6.590081920000000082e+01 2.047684639999999945e+01 -3.081400955600708050e-02 1.033867655754961562e-02 -1.739999999999999147e+01 -4.000000000000003553e+00 -3.423260647509706267e+00 -5.610105595541622137e+00 4.948090600443244211e-03 7.057913267348283171e+02
1.694130600000000000e+09 -6.590380159999999421e+01 2.048022720000000163e+01 -2.628865375829009948e-02 1.059867657670341898e-02 -1.644999999999998508e+01 -4.500000000000003553e+00 -3.527576521843687640e+00 -5.565888076029843923e+00 3.847543097287063098e-03 7.084300168441474170e+02
1.694131200000000000e+09 -6.590667519999999513e+01 2.048345919999999865e+01 -2.220289835360450201e-02 1.358806508788524929e-02 -1.549999999999998046e+01 -5.000000000000004441e+00 -3.627596490835220955e+00 -5.516516232741079939e+00 2.762045990414430455e-03 7.104128935704578680e+02
1.694131800000000000e+09 -6.590947839999999758e+01 2.048669920000000033e+01 -2.674321900272111016e-02 9.295636068193908336e-03 -1.414999999999999503e+01 -5.400000000000004796e+00 -3.723243149657834650e+00 -5.462059331004531337e+00 3.282201141202564613e-03 7.122261677099429562e+02
1.694132400000000000e+09 -6.591229439999999329e+01 2.049012000000000100e+01 -2.025127728656915538e-02 6.938403804299426644e-03 -1.280000000000001137e+01 -5.800000000000005151e+00 -3.814444536656925511e+00 -5.402591917121673859e+00 2.189736072031486964e-03 7.138677488739132286e+02
1.694133000000000000e+09 -6.591519999999999868e+01 2.049373119999999915e+01 -2.578508630417298761e-02 3.147105626214879298e-03 -1.220000000000000995e+01 -5.949999999999999289e+00 -3.901134149283832731e+00 -5.338193727304260783e+00 2.958527744349321621e-03 7.154122280188273635e+02
1.694133600000000000e+09 -6.591815680000000555e+01 2.049759039999999999e+01 -2.461440320929376632e-02 4.934668122716491176e-03 -1.160000000000001030e+01 -6.099999999999994316e+00 -3.983250955893524292e+00 -5.268949588082266544e+00 2.554256016792373889e-03 7.170660631471698707e+02
1.694134200000000000e+09 -6.592094079999999678e+01 2.050109279999999856e+01 -2.551672804811634665e-02 7.820599380631723749e-04 -1.290000000000000036e+01 -5.499999999999993783e+00 -4.060739412204497967e+00 -5.194949306491460916e+00 3.248644621613534268e-03 7.188069333386916924e+02
1.694134800000000000e+09 -6.592381439999999770e+01 2.050488800000000111e+01 -3.106451151900990054e-02 3.915252111193975176e-03 -1.419999999999999041e+01 -4.899999999999993250e+00 -4.133549491180150248e+00 -5.116287547055146767e+00 4.219313282250898578e-03 7.210473207098510784e+02
1.694135400000000000e+09 -6.592659199999999942e+01 2.050827999999999918e+01 -2.142207351447371691e-02 6.184165921441911636e-03 -1.619999999999999218e+01 -5.899999999999994138e+00 -4.201636730582600343e+00 -5.033063697328169717e+00 3.105510119979668256e-03 7.232447677305201523e+02
1.694136000000000000e+09 -6.592945280000000707e+01 2.051162240000000025e+01 -2.245605749767514911e-02 9.926767138872956073e-03 -1.819999999999999574e+01 -6.899999999999995026e+00 -4.264962293491363354e+00 -4.945381734553699893e+00 3.402055531994642966e-03 7.251970374261125016e+02
1.694136600000000000e+09 -6.593249280000000567e+01 2.051492319999999836e+01 -2.924752798405498566e-02 6.514143740108964582e-03 -1.830000000000000426e+01 -6.299999999999994493e+00 -4.323493029932036436e+00 -4.853350100870009953e+00 4.941906565455199407e-03 7.277002260553474571e+02
1.694137200000000000e+09 -6.593553280000000427e+01 2.051818400000000153e+01 -2.239494662297916716e-02 2.966456428250454323e-03 -1.840000000000001634e+01 -5.699999999999993960e+00 -4.377201522453908034e+00 -4.757081573516865447e+00 3.951582162217894857e-03 7.303682726736494715e+02
1.694137800000000000e+09 -6.593859199999999987e+01 2.052142399999999967e+01 -1.786106528093938522e-02 3.579314871408926027e-03 -1.875000000000000000e+01 -4.599999999999992539e+00 -4.426066104860369776e+00 -4.656693114139277334e+00 3.184301256091324420e-03 7.325090376991422545e+02
1.694138400000000000e+09 -6.594154880000000674e+01 2.052461279999999988e+01 -2.946277407944076013e-02 -5.425399374969713069e-04 -1.909999999999998366e+01 -3.499999999999992006e+00 -4.470070861305763366e+00 -4.552305697580089294e+00 5.646378746985574598e-03 7.351582417000652185e+02
1.694139000000000000e+09 -6.594471040000000528e+01 2.052810240000000164e+01 -2.708632558777872984e-02 1.361774272361300237e-03 -1.869999999999998153e+01 -1.649999999999995914e+00 -4.509205616051113807e+00 -4.444044126188690491e+00 5.042673609420656421e-03 7.383649574069871733e+02
1.694139600000000000e+09 -6.594794880000000603e+01 2.053190560000000175e+01 -2.544919981018472360e-02 5.147395225102434878e-03 -1.829999999999998295e+01 2.000000000000001776e-01 -4.543465912306333010e+00 -4.332036830627587598e+00 4.667498355714004218e-03 7.412780089965275465e+02
1.694140200000000000e+09 -6.595107199999999636e+01 2.053561120000000173e+01 -2.831913407422660678e-02 3.027955950844798873e-03 -1.929999999999998295e+01 1.249999999999995559e+00 -4.572852978611186892e+00 -4.216415659051206966e+00 5.503442325711290287e-03 7.443292912009551401e+02
1.694140800000000000e+09 -6.595420160000000465e+01 2.053939520000000130e+01 -3.005214994706259177e-02 -1.803013788274983060e-03 -2.029999999999998295e+01 2.299999999999990941e+00 -4.597373693121510563e+00 -4.097315663358426008e+00 6.059117122123377532e-03 7.477980590353055277e+02
1.694141400000000000e+09 -6.595720319999999504e+01 2.054332959999999986e+01 -3.085812731736110870e-02 8.263251875327769572e-03 -1.899999999999999289e+01 1.949999999999996181e+00 -4.617040551062753018e+00 -3.974874892825119854e+00 6.024177601867499766e-03 7.514230474525028285e+02
1.694142000000000000e+09 -6.596002559999999448e+01 2.054732639999999932e+01 -2.417418593727110876e-02 4.916783580461919941e-03 -1.770000000000000284e+01 1.600000000000001421e+00 -4.631871618511161692e+00 -3.849234201798786170e+00 4.357499448184376685e-03 7.545375505675183376e+02
1.694142600000000000e+09 -6.596283520000000067e+01 2.055112000000000094e+01 -2.521355303362546318e-02 1.498472956945681809e-03 -1.754999999999999716e+01 2.100000000000001865e+00 -4.641890458151811671e+00 -3.720537070902353527e+00 4.456446489497127052e-03 7.571817343488228289e+02
1.694143200000000000e+09 -6.596552320000000691e+01 2.055475039999999964e+01 -2.803740861256134170e-02 -3.120256042550862211e-03 -1.739999999999999147e+01 2.600000000000002309e+00 -4.647126039731935165e+00 -3.588929430378717367e+00 4.797382441479348079e-03 7.599578830281157025e+02
1.694143800000000000e+09 -6.596832639999999515e+01 2.055875839999999855e+01 -3.595164401293091117e-02 7.695889032143996694e-03 -1.570000000000000284e+01 2.849999999999996980e+00 -4.647612649858415601e+00 -3.454559475134291180e+00 5.863740947446257831e-03 7.631562200447933719e+02
1.694144400000000000e+09 -6.597112319999999386e+01 2.056297759999999997e+01 -3.465742521490377398e-02 1.458296589148240377e-03 -1.400000000000001243e+01 3.099999999999991651e+00 -4.643389792572020447e+00 -3.317577473705115132e+00 4.897246724350127686e-03 7.663845163463323615e+02
1.694145000000000000e+09 -6.597358079999999347e+01 2.056704639999999884e+01 -2.319016984112082930e-02 2.480385169314046172e-03 -1.450000000000000178e+01 4.349999999999997868e+00 -4.634502072716615295e+00 -3.178135575274536162e+00 3.470471381827681598e-03 7.688948317781856758e+02
1.694145600000000000e+09 -6.597607680000000130e+01 2.057087359999999876e+01 -3.206905626688354161e-02 2.508723220877973926e-03 -1.499999999999999112e+01 5.600000000000004974e+00 -4.620999078506862645e+00 -3.036387610009270155e+00 4.950846940401694950e-03 7.714212272748545729e+02
1.694146200000000000e+09 -6.597857919999999865e+01 2.057507839999999888e+01 -2.830583280201303190e-02 -2.002558918425405808e-03 -1.579999999999999183e+01 7.600000000000006750e+00 -4.602935281192636729e+00 -2.892488876400695297e+00 4.320127104917725544e-03 7.742025194884503208e+02
1.694146800000000000e+09 -6.598109440000000347e+01 2.057928000000000068e+01 -3.079416582256531976e-02 1.710140678472648907e-03 -1.659999999999999432e+01 9.600000000000008527e+00 -4.580369948316332263e+00 -2.746595915007151945e+00 5.276005031679215952e-03 7.770813591294293019e+02
1.694147400000000000e+09 -6.598374400000000151e+01 2.058364479999999830e+01 -3.421287322638871808e-02 -1.553889035031582808e-03 -1.735000000000000142e+01 1.060000000000000853e+01 -4.553367059252719784e+00 -2.598866273705317198e+00 5.771221267065094855e-03 7.803955270190526790e+02
1.694148000000000000e+09 -6.598647040000000175e+01 2.058816159999999940e+01 -3.969999273512928722e-02 -2.556707940008326897e-03 -1.810000000000000497e+01 1.160000000000001030e+01 -4.521995217542428946e+00 -2.449458275250680828e+00 6.889120564017437234e-03 7.841936295683774460e+02
1.694148600000000000e+09 -6.598918399999999451e+01 2.059259039999999885e+01 -3.125164049412187950e-02 -3.017359365292982334e-03 -1.859999999999999432e+01 1.350000000000000000e+01 -4.486327557734103522e+00 -2.298530793881260248e+00 5.405461617592114895e-03 7.878820042228603597e+02
1.694149200000000000e+09 -6.599192960000000596e+01 2.059697600000000151e+01 -4.009148917230304088e-02 -9.328121571839769746e-04 -1.909999999999998366e+01 1.539999999999999147e+01 -4.446441645023440081e+00 -2.146243033891910734e+00 7.513821359703541647e-03 7.917577891160490253e+02
1.694149800000000000e+09 -6.599475200000000541e+01 2.060168159999999915e+01 -3.423472847696446691e-02 -6.372356834038740659e-05 -1.989999999999998437e+01 1.504999999999999716e+01 -4.402419367689652141e+00 -1.992754305739945719e+00 6.803120569880695759e-03 7.960528716949243062e+02
1.694150400000000000e+09 -6.599765759999999659e+01 2.060660800000000137e+01 -3.360464919478740875e-02 -2.514469534223281576e-03 -2.069999999999998508e+01 1.470000000000000284e+01 -4.354346825174287616e+00 -1.838223814305278925e+00 6.586535361790166535e-03 8.000697684744254730e+02
1.694151000000000000e+09 -6.600058239999999898e+01 2.061147199999999913e+01 -3.843640528184420063e-02 4.477439107474876813e-03 -1.979999999999999716e+01 1.384999999999999609e+01 -4.302314211255907850e+00 -1.682810474163305869e+00 8.230533562190420899e-03 8.045148891516196272e+02
1.694151600000000000e+09 -6.600353920000000585e+01 2.061671199999999970e+01 -4.401629981238456418e-02 4.589953055117544992e-03 -1.890000000000000568e+01 1.299999999999998934e+01 -4.246415682160962213e+00 -1.526672748135206703e+00 8.915774561705966036e-03 8.096587815887885426e+02
1.694152200000000000e+09 -6.600639999999999930e+01 2.062159199999999970e+01 -3.742172067665226753e-02 -2.678156316843851616e-03 -1.814999999999999858e+01 1.350000000000000000e+01 -4.186749201952374655e+00 -1.369968495856689117e+00 6.430491200038465811e-03 8.142626613173119949e+02
1.694152800000000000e+09 -6.600924799999999948e+01 2.062672159999999977e+01 -4.200876046867570851e-02 2.511536969492882652e-03 -1.739999999999999147e+01 1.400000000000001243e+01 -4.123416372142506781e+00 -1.212854818691982750e+00 7.661139497278573324e-03 8.184901505265070227e+02
1.694153400000000000e+09 -6.601194239999999525e+01 2.063160799999999995e+01 -4.583075613482678196e-02 -7.811316754954689481e-03 -1.894999999999999929e+01 1.335000000000000497e+01 -4.056522260358030429e+00 -1.055487895356619577e+00 7.642117500763222909e-03 8.230811276259196347e+02
1.694154000000000000e+09 -6.601458560000000375e+01 2.063626400000000061e+01 -3.883368492493986107e-02 -6.200604835751714113e-04 -2.050000000000000711e+01 1.269999999999999929e+01 -3.986175244008159257e+00 -8.980228190667361998e-01 7.882157728198627145e-03 8.277384101946081501e+02
1.694154600000000000e+09 -6.601731839999999352e+01 2.064093760000000088e+01 -3.919980022389184249e-02 -4.860144374585489632e-03 -1.905000000000001137e+01 1.250000000000000000e+01 -3.912486871347938600e+00 -7.406134475040927478e-01 6.860043895828214257e-03 8.321610706818162271e+02
1.694155200000000000e+09 -6.601998720000000276e+01 2.064560639999999836e+01 -3.748976040721806874e-02 -2.857143584197474172e-03 -1.760000000000001563e+01 1.230000000000000071e+01 -3.835571714141342792e+00 -5.834122613727492634e-01 6.246769170814096481e-03 8.360931146018087929e+02
1.694155800000000000e+09 -6.602257280000000605e+01 2.065008639999999929e+01 -3.818473037939121295e-02 -4.223038363140320904e-03 -1.695000000000001350e+01 1.236250000000000249e+01 -3.755547189266225772e+00 -4.265702229330326500e-01 5.950238681663594549e-03 8.397522169575522639e+02
1.694156400000000000e+09 -6.602532480000000703e+01 2.065488960000000063e+01 -4.347801900824204563e-02 -1.771090877590251675e-03 -1.630000000000001492e+01 1.242500000000000426e+01 -3.672533361051690814e+00 -2.702366326493050863e-01 6.866859056802870898e-03 8.435973462790921076e+02
1.694157000000000000e+09 -6.602803199999999606e+01 2.065997600000000034e+01 -4.318842671282706325e-02 9.028910280143506717e-04 -1.565000000000001279e+01 1.248750000000000426e+01 -3.586652744697932604e+00 -1.145589856170361187e-01 6.871737297680733519e-03 8.477189251854372287e+02
1.694157600000000000e+09 -6.603061759999999936e+01 2.066537280000000010e+01 -3.851664221123787812e-02 -7.481857749532959748e-03 -1.500000000000001421e+01 1.255000000000000604e+01 -3.498030113763479942e+00 4.031717027290684235e-02 4.838523184119299624e-03 8.512320033299772604e+02
1.694158200000000000e+09 -6.603293440000000203e+01 2.067047039999999924e+01 -4.561319298861717803e-02 -6.218499134403181888e-03 -1.435000000000001208e+01 1.261250000000000782e+01 -3.406792307513405671e+00 1.942483728267181964e-01 5.761184990539968548e-03 8.544119157823749902e+02
1.694158800000000000e+09 -6.603521279999999649e+01 2.067559040000000081e+01 -4.059724556629847048e-02 -5.336842156168402490e-03 -1.370000000000001172e+01 1.267500000000000782e+01 -3.313068036934401217e+00 3.470933800855555695e-01 4.885377899288549652e-03 8.576058846493235706e+02
1.694159400000000000e+09 -6.603747199999999395e+01 2.068032799999999938e+01 -4.619169615893280179e-02 -6.956029586382380878e-03 -1.305000000000001137e+01 1.273750000000000959e+01 -3.216987689731765077e+00 4.987133007992887723e-01 5.141992080175279353e-03 8.606140956431627274e+02
1.694160000000000000e+09 -6.603982720000000484e+01 2.068528480000000158e+01 -5.044709332999821466e-02 -5.204858835634738196e-03 -1.240000000000001101e+01 1.280000000000001137e+01 -3.118683134623052577e+00 6.489717207331395787e-01 5.589217641958537167e-03 8.638334585598029207e+02
1.694160600000000000e+09 -6.604215680000000077e+01 2.069016480000000158e+01 -4.151036374900446413e-02 -5.939479709714470465e-03 -1.100000000000001066e+01 1.400000000000000178e+01 -3.018287523827706931e+00 7.977348268564521394e-01 3.734612853030469613e-03 8.666306077082995216e+02
1.694161200000000000e+09 -6.604456319999999891e+01 2.069518240000000020e+01 -5.048674069039036510e-02 4.345404634733486017e-03 -9.600000000000008527e+00 1.519999999999999218e+01 -2.915935089827304427e+00 9.448715357516330737e-01 5.507228610756968734e-03 8.694031601474357558e+02
1.694161800000000000e+09 -6.604682239999999638e+01 2.070016640000000052e+01 -5.853925269386382746e-02 -3.941422355939619773e-03 -1.165000000000000568e+01 1.380000000000000071e+01 -2.811760940414750554e+00 1.090253625502669133e+00 6.275906653715471878e-03 8.729381007267775203e+02
1.694162400000000000e+09 -6.604920959999999752e+01 2.070491679999999945e+01 -4.178722832430405848e-02 -4.916922010640869915e-03 -1.370000000000000107e+01 1.240000000000001101e+01 -2.705900874729746164e+00 1.233755851906040535e+00 5.115151951110188076e-03 8.763554183082252393e+02
1.694163000000000000e+09 -6.605164800000000014e+01 2.070944000000000074e+01 -4.044323639891744815e-02 -2.951324757729352748e-03 -1.554999999999999716e+01 1.235000000000000497e+01 -2.598491237420031741e+00 1.375256035204760918e+00 5.924434652452086406e-03 8.796672942892939773e+02
1.694163600000000000e+09 -6.605413760000000423e+01 2.071397759999999977e+01 -4.689765007841749378e-02 2.609270082580193890e-03 -1.739999999999999147e+01 1.230000000000000071e+01 -2.489668798296262420e+00 1.514635132656458882e+00 8.481131333802002792e-03 8.839889640851702097e+02
1.694164200000000000e+09 -6.605661440000000084e+01 2.071856800000000121e+01 -4.083885135815987222e-02 -2.066921956481585984e-03 -1.764999999999998792e+01 1.364999999999999503e+01 -2.379570634180272926e+00 1.651777319436525948e+00 6.925922417655476331e-03 8.886110802106073834e+02
1.694164800000000000e+09 -6.605922560000000487e+01 2.072298879999999954e+01 -4.731771336687598528e-02 -6.201261212858139547e-03 -1.789999999999998437e+01 1.499999999999999112e+01 -2.268333998126169870e+00 1.786570085617499970e+00 7.539681510742074835e-03 8.929507613891266828e+02
1.694165400000000000e+09 -6.606176639999999622e+01 2.072753439999999969e+01 -3.938313157799679110e-02 -3.857624511761957933e-05 -1.944999999999998863e+01 1.659999999999999432e+01 -2.156096173602089827e+00 1.918904347266253474e+00 7.653615435230846920e-03 8.975087504729185639e+02
1.694166000000000000e+09 -6.606421120000000258e+01 2.073178400000000110e+01 -3.734434668853205130e-02 -5.636405625409574537e-03 -2.099999999999999645e+01 1.819999999999999574e+01 -2.042994327505990970e+00 2.048674565101510581e+00 6.816486980767186288e-03 9.018497811977179026e+02
1.694166600000000000e+09 -6.606652160000000151e+01 2.073651200000000117e+01 -3.210387368325800378e-02 -6.763732978507119679e-03 -2.075000000000000000e+01 1.839999999999999503e+01 -1.929165372689334079e+00 2.175778860902459311e+00 5.417026921230727252e-03 9.055198353683173309e+02
1.694167200000000000e+09 -6.606899839999999813e+01 2.074112639999999885e+01 -3.055052228977015588e-02 -2.529919794556464725e-03 -2.050000000000000711e+01 1.859999999999999432e+01 -1.814745827991382177e+00 2.300119119968238479e+00 5.792291987615381596e-03 9.088826310409710914e+02
1.694167800000000000e+09 -6.607127040000000306e+01 2.074577280000000101e+01 -3.452923297068965364e-02 -2.063038630408339791e-03 -1.945000000000000995e+01 1.985000000000000142e+01 -1.699871660216524250e+00 2.421601074761846828e+00 6.306422644663085830e-03 9.125122454306547297e+02
1.694168400000000000e+09 -6.607365760000000421e+01 2.075080639999999832e+01 -4.224851221498131942e-02 -8.755580068580544675e-03 -1.840000000000001634e+01 2.110000000000000853e+01 -1.584678108032415933e+00 2.540134380402116143e+00 5.926298853086073987e-03 9.161820618799794147e+02
1.694169000000000000e+09 -6.607602559999999414e+01 2.075614399999999904e+01 -4.647143003304628900e-02 -6.405558828609833957e-03 -1.620000000000001350e+01 2.660000000000000142e+01 -1.469299493033090709e+00 2.655632701834094611e+00 5.824493016943289685e-03 9.197072994409882085e+02
1.694169600000000000e+09 -6.607810560000000066e+01 2.076177759999999850e+01 -3.475306551126153970e-02 -1.166579176212821298e-03 -1.400000000000001243e+01 3.209999999999999432e+01 -1.353869018176717676e+00 2.768013835273298362e+00 4.490957256012304520e-03 9.228019345228749444e+02
1.694170200000000000e+09 -6.608029439999999965e+01 2.076718879999999956e+01 -4.357131301462163070e-02 -1.417788539499595726e-02 -1.285000000000000497e+01 2.600000000000000000e+01 -1.238518556129169612e+00 2.877199851843636136e+00 1.912663519679932977e-03 9.247230207555826382e+02
1.694170800000000000e+09 -6.608249600000000612e+01 2.077241120000000052e+01 -4.126075852990430254e-02 -3.867990891948692826e-03 -1.169999999999999929e+01 1.990000000000000568e+01 -1.123378439712440224e+00 2.983117179356665094e+00 4.057778560501012523e-03 9.265141533796368094e+02
1.694171400000000000e+09 -6.608444160000000522e+01 2.077743680000000026e+01 -4.877356416647897486e-02 -6.031879274222829747e-03 -1.065000000000000391e+01 2.050000000000000711e+01 -1.008577265523678435e+00 3.085696566901966253e+00 3.957849332514332304e-03 9.289188417475414781e+02
1.694172000000000000e+09 -6.608634240000000659e+01 2.078247040000000112e+01 -4.449629024750647449e-02 -2.105011601304307509e-03 -9.600000000000008527e+00 2.110000000000000853e+01 -8.942417098609114490e-01 3.184873006215497071e+00 3.827486415885416118e-03 9.312544424720613279e+02
1.694172600000000000e+09 -6.608823680000000422e+01 2.078763199999999856e+01 -4.595834499899344172e-02 -5.143439341825746720e-05 -9.850000000000003197e+00 2.175000000000000355e+01 -7.804963541630027812e-01 3.280585701308900148e+00 4.515710001832384975e-03 9.337574013973767251e+02
1.694173200000000000e+09 -6.609010560000000112e+01 2.079281440000000103e+01 -4.311246811116192096e-02 5.061814861319834449e-03 -1.009999999999999787e+01 2.239999999999999858e+01 -6.674635252519988127e-01 3.372778083505168834e+00 5.488205808162996066e-03 9.367585761403753395e+02
1.694173800000000000e+09 -6.609211519999999496e+01 2.079818560000000005e+01 -4.193250121169848216e-02 6.456000305169771331e-03 -9.699999999999997513e+00 2.365000000000000568e+01 -5.552631537285491747e-01 3.461397835341341711e+00 5.594296689707402639e-03 9.400833268897364405e+02
1.694174400000000000e+09 -6.609399679999999933e+01 2.080371200000000087e+01 -3.540677173048974863e-02 2.778572133365385562e-03 -9.299999999999997158e+00 2.490000000000001279e+01 -4.440126419235311817e-01 3.546396913907126525e+00 3.984694232143527054e-03 9.429570241662917169e+02
1.694175000000000000e+09 -6.609591679999999769e+01 2.080928480000000036e+01 -5.936219982298742565e-02 7.264939108771372920e-05 -8.750000000000001776e+00 2.605000000000000782e+01 -3.338267314603896030e-01 3.627731575397677322e+00 5.213117650889750702e-03 9.457163677312016716e+02
